X,dilution,strain_2,sugar_concentration,tube_name,innoc_rep,time,media,replicate,carbon_source,strain_1,estradiol_concentration,Population,Frequency,generation,mean_FSC_A,mean_FSC_H,mean_FSC_W,mean_SSC_A,mean_SSC_H,mean_SSC_W,mean_FITC_A,mean_PE_Texas_Red_A,cv_FSC_A,cv_FSC_H,cv_FSC_W,cv_SSC_A,cv_SSC_H,cv_SSC_W,cv_FITC_A,cv_PE_Texas_Red_A,count,strains
62,10000,yJB077,10,Tube_050,1,2,BD_YNB,2,sucrose,yJB064,0,mCerulean,63.51,27,64868.3077892507,48836.3470319635,84234.9117670938,45878.9399179186,35906.430168477396,79006.0855979865,167.89711330637,105.363607974934,44.9183250684207,33.8180435760128,10.5176038672266,70.2697425102743,62.1318652067208,7.5468023053541,75.0340628336034,111.195,6351,yJB064_yJB077
63,10000,yJB077,10,Tube_051,1,2,BD_YNB,3,sucrose,yJB064,0,mCerulean,66.45,27,61217.2293901959,46765.3959367946,83067.7758206358,44060.053929966,34887.0401805869,78166.5651535459,175.019669557017,108.529744932362,46.0837431412965,36.2549012290071,9.20691276374623,69.2144927687845,63.2808657490525,6.4215891072779,75.9380328208323,120.109367171493,6645,yJB064_yJB077
64,10000,yJB077,10,Tube_052,2,2,BD_YNB,1,sucrose,yJB064,0,mCerulean,65.88,27,64088.3001677114,48588.261232544,83631.9386799389,45480.0004866136,35771.8204310868,78617.8729401469,187.566669936995,105.387798145109,46.2838256487644,36.7655180740297,9.70925657476488,70.5693199715234,64.0677749104868,6.97058085190778,76.6862112074073,117.847683691912,6588,yJB064_yJB077
65,10000,yJB077,10,Tube_053,2,2,BD_YNB,2,sucrose,yJB064,0,mCerulean,70,27,63453.0860442243,48084.1288571429,83708.6548861607,46106.6763686872,36256.95,78600.9956143973,189.501663073148,120.259910516691,46.9086882706899,37.4952051931137,9.46504416276381,70.1539811626464,63.6270944333355,6.50100024477191,75.8341435830452,115.881379788745,7000,yJB064_yJB077
66,10000,yJB077,10,Tube_054,2,2,BD_YNB,3,sucrose,yJB064,0,mCerulean,65.49,27,63783.8618057444,48373.9987784395,83718.5274433597,46479.0631290097,36586.3347075889,78620.5991575527,192.681908903281,116.902274047532,44.6557861359861,35.8421957815035,9.45978171293579,68.7293790144006,62.7026778375968,6.71097373337626,76.1777947473583,116.107243332716,6549,yJB064_yJB077
67,10000,yJB077,5,Tube_037,1,2,BD_YNB,1,sucrose,yJB064,0,mCerulean,60.27,27,65255.5387563419,49948.5258005641,83221.478375954,51425.775263876,41029.3988717438,77881.7163260121,208.45800194797,130.284353081607,44.3605773727613,34.8145128494775,9.76009105462035,69.38621296328,62.9957347247938,7.29527280061482,77.9121442161127,102.958332978541,6027,yJB064_yJB077
68,10000,yJB077,5,Tube_038,1,2,BD_YNB,2,sucrose,yJB064,0,mCerulean,49.01,27,64899.9747608109,49699.6672107733,83229.8756798676,53214.4271353562,42818.1224239951,77514.5645316326,209.541956216541,172.860382141306,44.4612894243637,35.9855242294313,10.4973544041542,70.3211130788187,63.5148979430588,7.52261088630435,76.6862169962699,100.857149783346,4901,yJB064_yJB077
69,10000,yJB077,5,Tube_039,1,2,BD_YNB,3,sucrose,yJB064,0,mCerulean,71.92,27,66389.0590419748,50866.0850945495,83094.9030769866,52247.5038773958,41712.9830367075,77671.9895489346,212.503357775232,134.812582247222,43.5990762188474,32.9984454602243,10.6730371171987,69.5816216576161,62.1176049079755,7.70366603008473,77.4826081216834,99.7146879428472,7192,yJB064_yJB077
70,10000,yJB077,5,Tube_040,2,2,BD_YNB,1,sucrose,yJB064,0,mCerulean,77.36,27,65953.6552082366,50377.3893485005,83425.7357444092,51017.4760931857,40741.1838159255,77895.938935052,207.886529859833,139.253191780959,43.6396297913087,33.7271830985915,10.2952082244591,69.4314399582669,62.349481448921,7.51484906070851,75.9740269791899,102.248282422981,7736,yJB064_yJB077
71,10000,yJB077,5,Tube_041,2,2,BD_YNB,2,sucrose,yJB064,0,mCerulean,72.13,27,65021.8303437587,49836.9798974075,83270.8650797605,51065.6750416186,40905.0915014557,77711.7515586008,205.418773355463,140.654838854335,43.6690397756416,34.7571088750252,9.81120153095348,68.4322339396287,62.075369123783,7.14795524619501,75.2475724770428,105.175903255327,7213,yJB064_yJB077
72,10000,yJB077,5,Tube_042,2,2,BD_YNB,3,sucrose,yJB064,0,mCerulean,79.82,27,66535.9250825343,50850.9363568028,83322.6408760531,51856.7996683028,41272.4774492608,77979.2056986618,213.023836821224,126.495426244983,42.937047325736,32.6706731341507,10.1276305449122,68.1185595931914,61.0410547116216,7.68237972126617,77.0370683017761,99.7637380767872,7982,yJB064_yJB077
73,10000,yJB077,5,Tube_001,1,3,BD_YNB,1,glucose_fructose,yJB064,0,mCerulean,9.67,40,61310.3772606362,47911.4384694933,81487.8686619377,38180.4339361023,31545.0775594623,75684.392305455,142.854062812466,83.2874062140661,46.4025602802545,37.196203539823,9.80302980466712,67.1696104819052,58.3904741064916,6.57952257279354,74.1299951041632,100.030839008837,967,yJB064_yJB077
74,10000,yJB077,5,Tube_002,1,3,BD_YNB,2,glucose_fructose,yJB064,0,mCerulean,11.89,40,59984.2080143831,47710.2783851976,80468.0001839781,35358.4434616307,29639.5416316232,75019.2987344933,127.11303492601,77.8877558159012,39.7662015816812,32.1828547666078,8.64252760596035,59.1048706807536,52.9340529621332,5.66033557142913,69.7694104772195,99.4655598125132,1189,yJB064_yJB077
75,10000,yJB077,5,Tube_003,1,3,BD_YNB,3,glucose_fructose,yJB064,0,mCerulean,8.55,40,62962.0563979121,48934.6152046784,81800.0370751096,39671.0412152207,32432.4385964912,76215.4704038743,141.206220269378,83.8194637512248,44.2796274898426,35.0821050255484,10.1658105901382,65.9659418790496,59.5026220548539,6.86741195721016,71.6424090682807,92.8857877050276,855,yJB064_yJB077
